review,sentiment,cluster
"A powerful, local solution that rivals any global app. I love how easy it is to explore services and products.",positive,2
Dashen bank is my number one choice,positive,2
Assefa Genetu = Dashen superup is the latest and inclussive .I am happy with this super up.,positive,2
"The App is incredibly user-friendly and brings multiple services into one place. It's fast, intuitive, and makes daily tasks super convenient. A true all-in-one solution!",positive,0
"Proudly made in Ethiopia, this innovation delivers more than promised. The marketplace is a major boost for local commerce",positive,0
it so fanrastic and user friendly app. Bravo Dashen bank thanks.,positive,2
"one of the best digital platforms I've used! from smooth transactions to a seamless shopping experience, highly recommended.",positive,1
A proudly Ethiopia innovation that delivers beyond expectations. The marketplace feature is a big win for local shoppers bnd sellers,positive,0
"Dashen Super App is a game-changer! It’s fast, user-friendly, and packed with features that make everyday banking and transactions super convenient. I love how everything I need from mobile banking to utility payments is all in one place. The interface is clean, and everything works smoothly. Definitely one of the best apps out there. Highly recommended!",positive,0
Easy to use and has many options. It is the best financial app I have ever used.,positive,2
"Highly impressed! Dash Bank really nailed it with this app. Secure, reliable, and packed with features I use daily",positive,2
"One of the best digital platforms I’ve used! From smooth transactions to a seamless shopping experience, Highly recommended",positive,1
"This app has everything I was looking for, dashen is becoming a grandmaster.",neutral,2
Very convenient,neutral,0
"The user experience is seamless, and everything just works perfectly right out of the box. I can’t believe how much time and effort it saves me every day.",positive,1
wawwwww what nice super app !!keep it up dashen bank !!,positive,2
"Dashen SuperApp the ultimate all-in-one solution! From banking and shopping to bill payments, everything you need is right at your fingertips. Life just got a whole lot easier!",positive,0
"It is,really super because of its unique offerings to individuals and businesses.It is a secure UX first app intended to cater comprehensive digital meeds.I am also happy to know that Dashen is considering to make the app more inclusive by lowering the mobile version requirements .",positive,2
"the very easy, secured, fast and multifunctional dashen supper application I ever seen. dashen really one steps ahead!!!",positive,2
"One app for everything! I can shop, manage my bank account , and do so much more . Truly a super app",positive,2
one of the best digital platforms I’ve used! From smooth transactions to a seamless shopping experie,positive,1
"Dashen Bank super App is the most suitable, reliable, and fast digital banking system.",positive,2
Excellent app.,positive,2
This is what we call banking app. As professional I want banking app as simple as this and an app rich of features that align with my lifestyle.,positive,2
thanks again,positive,1
Super Easy To Use and Fast Transaction.,positive,2
"I have an incredible experience with Dashen super app, what an amazing platform is it?. keep pioneering in technological advancement 👏👏👏",positive,2
"i can't recommend the Dashen Super App enough! This app is truly a game changer for anyone looking for a seamless and efficient way to manage their daily life. It combines multiple essential services into one easy-to-use platform, saving time and simplifying tasks The user interface is modern, intuitive, and super responsive, making navigation a breeze. Whether it's banking, payment services, or accessing lifestyle features, everything is just a few clicks away!!",positive,2
"The app is incredibly handy for managing multiple financial tasks, from bill payments to managing budgets. It’s saved me a lot of time and made banking way more convenient. Definitely worth checking out!",positive,0
what an App,neutral,2
The new e-commerce feature is incredibly amazing and user friendly.,positive,0
"dashen bank supper app is the most easy to use and have high speed,quality and I like features like chat,budget,fuel payment, and security for my opinion this product is techonolgy edge,this international standard thanks for product oweners (dashen bank)",positive,2
"The Dashen supperapp is a revolutionary advancement in digital banking, combining exceptional usability, an intuitive interface and a seamless user experience. among its standout features are the integration of QR codes, account statement, transaction advise, chat, transaction authentication for limit thresholds, budgeting and different app in a single dashboard. Truly ahead of the curve ..... keep up the excellent work 🤝👏",positive,1
"A proudly Ethiopian innovation that delivers beyond expectations. The marketplace feature is a big win for local shoppers and sellers. Very impressed with the new updates, The e-commerce section is smooth and supports Ethiopian merchants!",positive,0
"Very impressed with the new updates, The e-commerce section is smooth and supports Ethiopian merchants.",positive,0
"Dashen Bank Super App is fast, reliable, and super easy to use. All my banking needs are handled smoothly in one place. Clean design and seamless experience – highly recommended!",positive,2
"Db sup app is A platform or an application that can grasp more satisfactions through fastest mode of operation which means for budget planning, to use QR code(scan, pay, go) chat with staff, acc to acc other bank ft, merchant payment, and easly. I addition to i satisfied and i invite everyone to use those platform!!.",positive,1
the chat banking and unique and only app that alow money request!!,neutral,1
Better and inclusive app!,positive,1
Amazing Application,positive,1
It keep my time to pay my bills and I generate my satment easily,positive,1
"It's an amazing app that is up-to-date with the times, wow wow",positive,1
A game-changing Ethiopian innovation—where shopping meets opportunity. The marketplace feature connects buyers and sellers like never before.,positive,0
"Dashen Super App isn’t just an app — it’s an experience. Effortless, powerful, and built for the future",positive,2
"This Is An Amazing App with Uniqe Quality,Easy And Fast Mobile Banking App.",positive,2
"Dashen SuperApp is a lifesaver! Banking, shopping, and bills in one super easy app. The new e-commerce feature is awesome and supports local merchants. Fast, secure, and proudly Ethiopian.Download it now—you won’t regret it!",positive,0
"Dashen SuperApp blends finance, shopping, and daily services effortlessly. The new e-commerce feature is smooth and supports local merchants—proud to back an Ethiopian-made solution!",positive,0
"A solid step forward by Dashen Bank. The SuperApp combines essential banking features with lifestyle services, making everything accessible in one place. The interface is smooth, and transactions are quick and reliable. It’s clear a lot of thought went into the design and functionality. Great job!",positive,1
Dashen bank super app is the crucial and convenient app in Ethiopia. there is no other app to compare with Dashen bank super app,positive,2
"All-in-one finance & e-commerce super app! Pay, save, shop seamlessly. Fast, secure. #BankAndShop",positive,2
it's a hestorical app. in the bank industry.,neutral,2
"A game changer in Ethiopian digital banking fast, secure, and packed with services. Everything you need, all in one powerful app. A true leap toward financial convenience and innovation!",positive,0
"easy &,simple to use",positive,2
"Banking, but make it smart. Local solutions, all in one place. Smooth, fast, and actually saving time. Feels like the future. Love it!",positive,0
"All in one, that is it 👌",positive,1
", Dashen Bank Supper App is multipurpose, convenient, very attractive and Make life easier",positive,2
very easy and flexible app.,positive,2
"I choose Dashen Bank Super Up since, it is easy to use & it has attractive features !",positive,2
dashen super app is simple faster and reliable.,positive,2
"Dashen Bank Super App is a game-changer! The user-friendly design, wide range of services, and smooth performance make it incredibly convenient for everyday banking. It’s fast, secure, and truly reflects the bank’s commitment to digital excellence. Highly recommended!",positive,0
"The app keeps getting better with every update! Smooth performance, great UI, and top-notch security. Thank you for making banking so convenient!""",positive,1
this app is the most simply to use and secure safe i love it to use for any bank transaction,positive,2
"After i download the app recently had a smooth expriance, its user friendly, fast, and everything works as expected. keep up the good work.",positive,0
An app with High performance and advanced features!,positive,1
"It is a very user friendly, attractive user interface, full of useful features. I really encourage everyone to give it a try.",positive,0
"Good actually , but it have to WORK when developer option is on 🙏",positive,1
"All-in-one convenience, From managing accounts to paying bills and shopping online and the chat banking is game changer, this app does it all seamlessly.",neutral,0
I appreciate that Dashen Bank takes lifestyle services into account.,positive,2
keep it up!,neutral,1
amazing app really i loved it .that's why we say dashen bank is one stap ahead. It's the best mobile application that should be on every phone.,positive,2
very comfortable app keep it,positive,2
it has clear detail information about the application so it helps customer how to use the app. and it is very easy to use and also app is secure.,positive,2
"I have been using the Dashen Supper app mobile banking app , and overall, I appreciate its features.However,I’ve noticed that when I turn on the developer options on my device, the app stops functioning properly. It would be great if you could look into this issue, as I often need to access developer settings for other applications . Thank you for your attention to this matter!",positive,1
easiness to use with fast response time,positive,1
"The new mobile banking application is a major upgrade! It’s incredibly user-friendly, with a clean and modern design that makes navigation simple and intuitive. I really appreciate how fast it loads and how smooth the overall experience is. All essential services like balance checks, transfers, and bill payments are eas y to find and use. The added security features give me peace of mind, and the app runs reliably without crashes or glitches. It’s clear a lot of thought went into the user experi",positive,0
"As an Internal Customer, Dashen Bank SuperApp has greatly simplified my online banking experience. It's easy to use, allowing me to quickly check balances, transfer money and pay Bills. The app's advanced security features are highly secure, ensuring my data is well protected. The Three click, Chat Banking and IPS features have also given me a smarter experience. In deed Dashen Bank is always steping ahead!",positive,2
"A truly impressive app — user-friendly and a game-changer in Ethiopian banking. The Dashen Super App stands out as one of the most innovative and convenient digital banking solutions in Ethiopia’s financial history. Smooth navigation, seamless features, and a wide range of services all in one place. Well done!",positive,0
dashen bank super up has very fast and convenience and also it has contain more things on one app .I am very interesting to use dashen bank super up,positive,2
"The Dashen Bank Super App has truly elevated my mobile banking experience. It's fast, user-friendly, and packed with all the essential features. The interface is clean and intuitive, making navigation easy even for first-time users. I also appreciate the added security features that give me peace of mind while banking on the go. Dashen Bank has done an amazing job with this app—it’s reliable, efficient, and always improving. Highly recommended for anyone looking for seamless digital banking!",positive,2
A fantastic product!! keep the good work.,positive,1
"I am very impressed with the Dashen super app. It is user-friendly and operates efficiently. The budget and chatbot features are impressive, and all items can be purchased with just three clicks.",positive,2
"The Dashen Super App offers a quick and user-friendly experience, bringing together a variety of services, like budgeting, payments, airtime recharges, and more, all in one convenient platform. Its sleek design and intuitive navigation ensure effortless transactions. It's evident that Dashen Bank has carefully crafted the app to make everyday financial activities easier. A great choice for anyone aiming to streamline their digital routines!",positive,2
Dashen supper App is the most useful app for our customers,positive,2
it is the most amazing mobile app,positive,2
A Good and fast supper app thanks for dashen bank,positive,2
"Dear Users of the Dashen Bank Super App,I have been using the Dashen Bank Super App for a while now, and I must say—it’s truly a game-changer! The app is incredibly fast and reliable; I’ve never encountered any delays with my transactions. One feature I absolutely love is Chat Banking. It makes everyday tasks like checking my balance or transferring money as simple as sending a quick message. Also, the budgeting tool has been a huge help in tracking my spending and giving me a clearer",positive,2
Too best,positive,3
"Dashen Bank Super Up,use the app and makes your easy,fast,convinent.",positive,2
To join digital world use supper app and make your life easy,positive,2
best mobile banking application,positive,3
"This banking superapp is incredibly well designed. The design and appearance of the app and the overall experience I have when using the app is fantastic. The app is packed with features from banking to e-commerce all in one place.It even has a budget setting option which is super useful for managing my money. Everything runs smoothly and I love how convenient it has made my daily life. Huge Kudos to Dashen Bank. You are truly living up to the motto ''Always one step ahead."" Keep it up!",positive,0
I was really amazed by the idea of an e-commerce service on a banking app. This is what it means to be one step ahead. Please include all kinds of products in there as soon as possible.,positive,1
this is what we expect to get service Dashen Bank always like his slogan,positive,2
"Dashen SupApp is the most contemporary application, offering a great experience by enabling users to perform multiple tasks through a single platform—such as chatting with friends, transferring money, paying bills, and more. It is the first app of its kind in the Ethiopian banking industry, making it a remarkable opportunity for entrepreneurs working in app-based sales and software marketing. Good job, Dashen Bank!",positive,2
Dashen Super App gives me an amazing convenience and makes life easy.,positive,2
excellent mobile banking app,positive,2
Wow! like his name Super App...,positive,2
Dashen supper app is the most special. ይምቾቱ ይለያያል!!!!,positive,2
convenient and fast,neutral,0
Best- in-class app.,positive,3
I really like this amazing application and Dashen Supper app that has made my life easier.,positive,2
Superb,positive,1
"amazing features, faster and easy to use",positive,2
"The Dashen Super App offers a modern, user-friendly experience that leverages the latest technological advancements to deliver a seamless e-commerce platform",positive,2
Best App!,positive,3
I love it. one of the best mobile banking app in the banking industry,positive,3
I love this app,positive,2
no working for me hulum information asgebiche continue or accept yemilew button ayeseram my phone is Samsung A51,positive,1
waw no idea the best app.,positive,3
fast best app,positive,3
Nice App,positive,2
nice app ever,positive,2
very disappointing app. Closes frequently and unstable in function,negative,1
"Feature-rich? Absolutely. But the speed? Painfully slow. Seriously, is it communicating with a server on Mars or something?",negative,1
nic app,neutral,1
Nice,positive,1
"The Dashen Super App delivers a remarkably fast, highly secure, and exceptionally user-friendly experience, establishing it as a leading application in its category.keep it up and stay ahead Dashen Bank.",positive,2
So far so good! their in person customer service is amazing 👏,positive,1
The app is very backward and doesn't always work. If it works three hours out of 24 hours it's great!😥,positive,1
ምርጫዬ ነው,neutral,1
It's bad for the connection and too many days are it that not working,negative,1
it's samart,neutral,1
"The app is not working properly, I have been using it.",neutral,1
it is very good app,positive,1
"I had a disappointing experience with Dashen Bank's Super Up service. The app is very slow and takes forever to load during transactions, which is incredibly frustrating. Additionally, it doesn't generate receipts for any transactions, making it difficult to keep track of my expenses. I also reached out to customer support, but the response time was longer than expected. Overall, I was hoping for a better experience, but I find the service lacking and in need of improvement.",positive,1
slow cumbersome,neutral,1
Is really 💀,neutral,1
It's slow to send OTP. it's not reliable. It crushed many times. It needs improvement in many ways,positive,1
"This is the worst mobile banking experience I’ve ever had. It doesn’t work when you need it, and it randomly updates itself without warning. You can’t make transactions whenever you want. It’s a nightmare for anyone who relies on this as their main banking option, especially those with a lot of money in their account. I’m lucky I’m not one of them, but still, it’s infuriating not being able to access your money when you need it.""l",negative,1
"I have experienced on using the app of Banks in Ethiopia, this Dashen sup is like old version of the applications for using. I gave 3 star for it's very low speed while login and processing",neutral,1
proud by dashen bank,positive,2
best,positive,3
This app is not working unless you turn off developer mode on your phone. So it takes your rights to just use it.,neutral,1
real super up,positive,2
it's very disappointing fix it as soon as possible not expected from dashin bank fix it,negative,1
why dashen bank workers hidden my ATM Card 🏧?it's a big problem to me,negative,2
tanku,neutral,1
perfect,positive,1
goood,neutral,1
why does it ask me for both pin and opt even the opt is touch let alone both,negative,1
it is best app easy to use,positive,3
It is very easy to use and powerful application.,positive,2
this apps have a good feature but but some features like developer mode turn off irritate user,positive,1
"This is not only a mobile banking app, it is beyond that. We will access our account easily, we are able to get many information easily here. i.e. exchage rate. We are able to chat with others, we are able to budget, we are able to transfer to other bank and within Dashen. we are able to access many accounts in a single app, we are able to pay bills in QR scan, we are able to make payments and order delivery items here in a single app. #Always one step ahead.",positive,1
wallahi very fantastic Bank,positive,1
"Waw, It's amazing app. thank you Dashen Bank.",positive,2
nice app,positive,2
"I’ve been using the Dashen Bank Super App for a while now, and it’s been a game-changer. The app is super fast and reliable—I’ve never had an issue with transactions being delayed. One of my favorite features is the chat banking, which makes it so easy to do things like check my balance or transfer money just by typing a quick message. The budgeting tool is also really useful. It helps me keep track of my spending and gives me a clear picture of where",positive,2
Very good app that like it too. B/c it is very fast and easy to use.,positive,2
best experiences,positive,3
too slow to use.,neutral,1
ጥሩ ነው,neutral,1
the worst app in the market only good ui,negative,1
nic,neutral,1
በጣም ቅልል ያለ አፕ በርቱልን ለአጠቃቀም ምቹ,neutral,1
thanks for all digital transaction,positive,1
Best,positive,3
"This app is not supporting smart phones that have old android version and so it is none inclusive. At the same time the amole lite is not working properly and once you reached to maximum otp trail mistakes due to network or other errors like stacks , you will be tied up to make Transactions. Ohh... tired!!!!!",negative,1
it's Be Come Busy &not working good,negative,1
I wanted to share some concerns about your Supper App. It appears to be experiencing reliability issues and isn’t performing as expected. I hope this can be addressed soon to improve the user experience. One star 🌟 for now.,positive,1
"best ever digital banking sector essay for understanding ,smart and convince for using",positive,0
good and latest,positive,1
The best App of all,positive,3
Worst app ever,negative,1
"This app is the most unreliable mobile banking application I have ever used for transaction, it is very late, non-responsive and full of bugs. Its is very disappointing. It is just inconvinient, and not user friendly and compatabke at all !!!!!!",negative,1
Naiycapp,neutral,1
The app is good but it has no USSD option,negative,1
Hey great,positive,1
I have used many mobile banking and also tellebir and mpesa nothing come close to this app. Well done Dashen indeed one step a head. A lot of cool features that amole hasn't the receipt and the account statement is superb for me. I hope you add more integrated small apps to.,positive,1
The app is good but it ask update every week so tiring,positive,1
It good and easy to use,positive,2
በጣም አሪፍ መተግበሪያ ነው ። አመሠግናለሁ ።,neutral,1
"Greately improved since it was released! I really like the budget and expense tegistration feature. For ATM or POS withdrawals, it is not possible to account these expenses, even if it is visible on the transactions window. If that can be worked on, it will be improve so much!!",positive,1
Excellent,positive,1
Wow Excellent app,positive,1
Nice app but i experience some issues with others banks transfer it keeps saying account is not exist most of the time.,positive,1
Add the option to send money to any telebirr account like amole does.,positive,1
It's best,positive,3
no one dashen yichlal,negative,2
In short ! I'm so proud of this app developers for their highest professional of developing. Thanks,positive,1
The speed is too slow. Need some improvements.,positive,1
good app,positive,1
Fantastic app,positive,1
I wish dark mode feature is add as an option but it's good app,positive,1
"Super Up is the ultimate digital banking app, living up to its name with speed, efficiency, and innovation. Designed for a seamless experience, it offers lightning-fast transactions, top-tier security, and effortless financial management. With Super Up, banking has never been this smooth, smart, and super!",positive,0
"The Dashen Super App is a game-changer in digital banking, offering a seamless and convenient experience. With its user-friendly interface, fast transactions, and a wide range of financial services, it simplifies banking for customers. Features like bill payments, fund transfers, mobile top-ups, and loan applications make it an all-in-one solution. Plus, its security measures ensure safe and reliable Experiance effortless banking",positive,0
ከጰነጨየጠ,neutral,1
"It has good feature. But, it is Very Slow! difficult to pay or receive. The Speed should be improved, else I didn't recommend.",negative,1
Excellent app,positive,2
አፕልኬሽኑ አሪፍ ሆኖ ሳለ ቴሌብር ወደራስ ብቻ ለምን ሆነ እንደ ድሮው ለሰውም መላክ ቢቻል,neutral,1
No good,negative,1
Wow amazing app,positive,1
best platform... Please avoid otp,positive,3
Super smart app.,positive,2
best 👍👍,positive,3
I don't know what happens but the application is not send verification pass code you should fix that,neutral,1
This app doesn't work on my phone my phone is Samsung Galaxy s7 android version 9 All other financial apps work like telebirr CBE M_pesa...,positive,1
"Dashen Super app is secure, very easy to use and has more services uniquely like budgeting, chat, IPS...",positive,2
Amazing and user friendly supper app and looking forward the additional features,positive,1
it's amazing app i have seen ever,positive,1
One star deducted for not to able to transfer to telebirr.,neutral,1
ጥሩ ነው ግን በደንብ ሊሸሻል ይገባል,neutral,1
ፍጥነቱ በጣም አሪፍ ነው! እና ቀለል ያለ ነው ! ነገር ግን ተጨማሪ ወደ ቴሌብር ኤጀንት መላኪያ አፕ ቢካተትበት ጥሩ ነው::,neutral,1
Keep up the good work and pleas add water and electric utility payment,positive,1
The app missed some important features 1. It does't show recent transactions 2. Transfer to Telebirr limited to own telebirr 3. The statement does't show running balance,negative,1
"Simple, Fast and Easy ⭐⭐⭐🎉",positive,2
"የሚገርም aplication ነው, ነገር ግን ብር ትራንስፈር ሲደረግ ያለ ፒን መሆኑ risk አለው ሁሉ ጊዜ የ ትራንስፈር መደምደሚያ ፒን መሆን አለበት!!!!!!!!!!!!:: አሱ ቢስተካከል 5 star አስከዛው ግን 4 ሰጥቻለው::",negative,1
Baankii daashin baankii hudna galeessa galatoomaa isinii woliin jirra Godina jimmaa magaalaa Aggaaroo irraa Muaz Abamecha Abamilki,neutral,1
It doesn't work,neutral,1
"#Dashen Super App; Super easy to use, secure, and fast transaction. Love it!",positive,2
"I tried the new Dash Bank Super App today, and it's amazingly easy and fun.I recommend you download and use it. You really like it",positive,2
Gud app kegza ga mezmn endze new aind ermjh kedme nachu hlam,neutral,2
"Good app, bad security",positive,1
On Transaction page only show sent Transaction. Try to include received transaction.,neutral,1
Wonderful Application 😍,positive,1
I loved it,positive,1
አሁን ገና አንድ እርምጃ ቀደማችው,neutral,1
I am so thankful for having this best app Dashen one step ahead,positive,2
Not good this app,negative,1
Best app,positive,3
Excellent app ever but it needs improvement on speed and transaction lists,positive,1
Perfect,positive,1
"It does not work functional ,",neutral,1
all of dashen bank customers use the application it is good to use,positive,2
Gret experience,neutral,1
All good we need more,positive,1
"Dashen super app is easy to use, fast and robust",positive,2
it was amazing app.....thank you dashen bank....,positive,2
Dashen bank super app for easy life.,positive,2
Excellent UI/UX and beyond Banking services👍👍,positive,1
Send to oher bank የሚለዉ ዉስጥ ገብተን ወደ addisinternational bank ለመላክ አይሰራም ሁለተኛ ደግሞ ወደ cbe birr ለመላክ account number ይጠይቃል ሞባይል ነበር ነዉ መጠየቅ ያለበት ይመስለኛል,positive,1
Just Wow,positive,1
mobile banking to the next level,neutral,1
The first 3 star review is me,neutral,1
Is not working,neutral,1
"Fast, reliable and user friendly. Amazing chatting features. Keep it up! Always one step ahead!",positive,0
V good ❗️,positive,1
"This app is literally the best thing ever The chat banking is so easy just text and it’s done Super smooth, fast, and honestly a life saverIf you haven’t downloaded it yet you’re missing out big time",positive,2
I only see white page,neutral,1
Excellent banking app for all your needs! Who needs a physical branch when you can use Dashen Bank Super App Instead! I've never had an issue with anything that Dashen Bank Super App haven't handled swiftly and resolved to my satisfaction and above I don't often write reviews but this is an app/bank that I would highly recommended to everyone 💯 👌👍,positive,2
Amizing Application 😍,positive,1
Fastest and easy to use,positive,2
ስም ብቻ 😏,neutral,1
Exellent app with exellent banking system and exellent bank ever,neutral,2
Amazing app to use as usual! But why option of transferring to Telebirr and M pesa which was available on Amole app is omitted?? Dasheen is my favourite keep it up.,positive,2
Needs some improvement,positive,1
Amazing,positive,1
Amazing super app,positive,2
I hope it will be better than amole,positive,1
Wly Super App ilove it ❤️ 😍 💖 💕,positive,2
Dashen yichalal. Ewnetem one step a head,neutral,2
It has a Good performance but need more upgrade for more performance like when we login account not be fast balance show other thing looking good. Carry on. Thanks so much for Greatest service,positive,1
"It is a very wonderful work that has saved its time. That is why it is ""Always one step ahead!""",positive,1
“Life-changing!” I can’t imagine going back to traditional banking after using this app. It’s so convenient.,neutral,0
Pro max,neutral,1
The most good app and easy,positive,2
"Excellent and user friendly App. Excellence is what makes you always one step ahead. Dashen Bank, Always One Step Ahead !!",positive,2
Proud to be dashen family . Shout out to the serial entrepreneur 👏,positive,2
First ATM in East africa ⭐️⭐️⭐️⭐️⭐️,neutral,1
Best app.,positive,3
Better Move to catch the competition up👍,positive,1
"Great job my home, my bank.",positive,1
Always one step ahead! What a masterpiece.,positive,1
Great App Well done Dashen Bank,positive,2
Great!,positive,1
"I love it but it has bugs during confirmation of password! So, please make it functional",positive,1
Always one step forward,neutral,1
"It's great! But it will be advanced if you include a caption that allow customers to transfer to Telebirr account. Dashen Bank, ""ኩሉ ግዜ፡ ሓደ ስጕሚ ቀዳሚ።"" (Always one step ahead!)",positive,1
Small size with vast features and functionalities.,neutral,1
Amazing app 👏 👌 Dashen bank one step a head,positive,2
"It has a great application features from the beginning. I'm glad to use it even I haven't used it yet because I haven't activated my account yet. But it's simple, comprehensive, full of information, and fast. በርቱ ዳሸኖች: The super app has impressed me more than I expected.",positive,1
Dashen Bank Always One Step Ahead!,neutral,2
U can't create account,negative,1
Really super app... so seamless and with a nice user interface .. we are proud of you dashen bank ...,positive,2
We will see it,neutral,1
Always one step a head!,neutral,1
"A lightweight,catchy and smooth app",neutral,2
Very impressive interface with best security feature and user friendly app.,positive,0
It is so far so good it has a unique features than telebirr good job Dashen,positive,1
"Yea , it's a good idea to make it with the bank name, it will help for the bank easily to find the application, and customers can easily downloed and use the product. I wish all the best for Dashen bank initiative.",positive,2
This is My Bank!,neutral,2
"Truly, db => AlwaysOneStepAhead !!",positive,1
ALWAYS ONE STEP AHEAD,neutral,1
Well developed,positive,1
oh nice!!! i wish it's very nice app,positive,1
Really the app looks like amazing. I can't wait to activate in the morning.,positive,1
Applause 👏 Dashen Bank. One of the best super app inorder to pay easily and securely. One step a head.,positive,2
Wow Dashen Super App 🚀🚀,positive,2
